Order Date,Ship Date,Ship Mode,Customer ID,Segment,City,State,Region,Product ID,Sub-Category,Sales,Discount,Profit,is_profitable,Order_Year,Order_Month,Order_DayOfWeek,Order_Quarter,Is_EndOfYear,Delivery_Days,DayOfWeek_sin,DayOfWeek_cos,Month_sin,Month_cos,Quarter_sin,Quarter_cos,State_Avg_Sales,Category_Avg_Sales,High_Discount
2014-12-12,2014-12-14,Second Class,NP-18700,Consumer,Fresno,California,West,FUR-BO-10004467,Bookcases,254.9745,0.15,11.9988,1,2014,12,4,4,1,2,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,333.32167002881846,567.2388333333333,0
2017-12-18,2017-12-24,Standard Class,DJ-13630,Consumer,New York City,New York,East,FUR-CH-10001708,Chairs,1141.938,0.1,139.5702,1,2017,12,0,4,1,6,0.0,1.0,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,353.64750793650796,610.1385110497238,0
2017-03-10,2017-03-14,Standard Class,MH-18115,Home Office,Chester,Pennsylvania,East,FUR-FU-10003724,Furnishings,6.696,0.2,0.5022,1,2017,3,4,1,0,4,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,76.22222222222223,98.45908322663252,0
2017-03-10,2017-03-14,Standard Class,MH-18115,Home Office,Chester,Pennsylvania,East,FUR-FU-10003535,Furnishings,43.872,0.2,11.5164,1,2017,3,4,1,0,4,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,76.22222222222223,98.45908322663252,0
2016-10-01,2016-10-02,First Class,CC-12220,Consumer,La Porte,Indiana,Central,FUR-FU-10003724,Furnishings,41.85,0.0,10.881,1,2016,10,5,4,0,1,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,499.85695652173916,98.45908322663252,0
2014-12-24,2014-12-29,Standard Class,JC-16105,Corporate,Los Angeles,California,West,FUR-CH-10001146,Chairs,292.272,0.2,18.267,1,2014,12,2,4,1,5,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,333.32167002881846,610.1385110497238,0
2017-09-23,2017-09-27,Standard Class,BG-11695,Corporate,Louisville,Colorado,West,FUR-FU-10000246,Furnishings,29.328,0.2,3.666,1,2017,9,5,3,0,4,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,248.28575,98.45908322663252,0
2016-11-22,2016-11-26,Standard Class,TB-21355,Corporate,New York City,New York,East,FUR-FU-10000397,Furnishings,39.88,0.0,11.1664,1,2016,11,1,4,0,4,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,353.64750793650796,98.45908322663252,0
2016-12-23,2016-12-25,Second Class,LC-17140,Consumer,Springfield,Virginia,South,FUR-FU-10003664,Furnishings,572.76,0.0,166.1004,1,2016,12,4,4,1,2,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,486.9605769230769,98.45908322663252,0
2016-12-23,2016-12-25,Second Class,LC-17140,Consumer,Springfield,Virginia,South,FUR-FU-10003664,Furnishings,286.38,0.0,83.0502,1,2016,12,4,4,1,2,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,486.9605769230769,98.45908322663252,0
2015-09-19,2015-09-24,Second Class,TC-21535,Home Office,Arlington,Virginia,South,FUR-BO-10003433,Bookcases,61.96,0.0,4.3372,1,2015,9,5,3,0,5,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,486.9605769230769,567.2388333333333,0
2017-07-03,2017-07-07,Standard Class,CS-12460,Consumer,Columbus,Georgia,South,FUR-FU-10002554,Furnishings,23.99,0.0,5.5177,1,2017,7,0,3,0,4,0.0,1.0,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16,260.04625,98.45908322663252,0
2016-12-18,2016-12-23,Standard Class,HG-14965,Corporate,Los Angeles,California,West,FUR-FU-10004960,Furnishings,183.84,0.0,62.5056,1,2016,12,6,4,1,5,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,333.32167002881846,98.45908322663252,0
2015-06-14,2015-06-18,Standard Class,AD-10180,Home Office,Philadelphia,Pennsylvania,East,FUR-FU-10001867,Furnishings,51.072,0.2,5.1072,1,2015,6,6,2,0,4,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,76.22222222222223,98.45908322663252,0
2016-05-23,2016-05-27,Standard Class,LD-17005,Consumer,San Francisco,California,West,FUR-FU-10003691,Furnishings,37.05,0.0,16.302,1,2016,5,0,2,0,4,0.0,1.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,333.32167002881846,98.45908322663252,0
2017-04-02,2017-04-07,Standard Class,JF-15190,Consumer,Los Angeles,California,West,FUR-FU-10003724,Furnishings,25.11,0.0,6.5286,1,2017,4,6,2,0,5,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0,333.32167002881846,98.45908322663252,0
2017-03-31,2017-04-02,Second Class,CM-12115,Consumer,New York City,New York,East,FUR-FU-10004018,Furnishings,29.78,0.0,8.0406,1,2017,3,4,1,0,2,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,353.64750793650796,98.45908322663252,0
2017-05-04,2017-05-09,Standard Class,LW-16990,Corporate,San Francisco,California,West,FUR-TA-10003473,Tables,300.904,0.2,11.2839,1,2017,5,3,2,0,5,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,333.32167002881846,885.8187105263157,0
2017-07-08,2017-07-11,First Class,SZ-20035,Home Office,Pico Rivera,California,West,FUR-FU-10001588,Furnishings,145.9,0.0,62.737,1,2017,7,5,3,0,3,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16,333.32167002881846,98.45908322663252,0
2015-09-14,2015-09-19,Standard Class,CA-12265,Consumer,Provo,Utah,West,FUR-TA-10003008,Tables,912.75,0.0,118.6575,1,2015,9,0,3,0,5,0.0,1.0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,688.907142857143,885.8187105263157,0
2016-02-05,2016-02-05,Same Day,PP-18955,Home Office,Smyrna,Georgia,South,FUR-FU-10004091,Furnishings,18.84,0.0,7.1592,1,2016,2,4,1,0,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,260.04625,98.45908322663252,0
2016-02-05,2016-02-05,Same Day,PP-18955,Home Office,Smyrna,Georgia,South,FUR-BO-10004015,Bookcases,239.98,0.0,52.7956,1,2016,2,4,1,0,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,260.04625,567.2388333333333,0
2016-09-02,2016-09-06,Standard Class,KD-16270,Consumer,New York City,New York,East,FUR-FU-10001967,Furnishings,39.98,0.0,9.995,1,2016,9,4,3,0,4,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,353.64750793650796,98.45908322663252,0
2016-07-09,2016-07-13,Standard Class,JD-15895,Corporate,New York City,New York,East,FUR-CH-10002335,Chairs,408.006,0.1,72.5344,1,2016,7,5,3,0,4,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16,353.64750793650796,610.1385110497238,0
2016-07-09,2016-07-13,Standard Class,JD-15895,Corporate,New York City,New York,East,FUR-FU-10000723,Furnishings,165.28,0.0,14.8752,1,2016,7,5,3,0,4,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16,353.64750793650796,98.45908322663252,0
2017-01-28,2017-01-31,Second Class,BT-11305,Home Office,Costa Mesa,California,West,FUR-FU-10003976,Furnishings,37.74,0.0,12.8316,1,2017,1,5,1,0,3,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,333.32167002881846,98.45908322663252,0
2014-12-19,2014-12-21,Second Class,IM-15070,Consumer,Florence,Alabama,South,FUR-CH-10000513,Chairs,1819.86,0.0,163.7874,1,2014,12,4,4,1,2,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,575.6800000000001,610.1385110497238,0
2017-06-12,2017-06-19,Standard Class,ME-17320,Home Office,Columbus,Georgia,South,FUR-TA-10002530,Tables,452.94,0.0,67.941,1,2017,6,0,2,0,7,0.0,1.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,260.04625,885.8187105263157,0
2014-05-04,2014-05-04,Same Day,AA-10480,Consumer,Middletown,Connecticut,East,FUR-FU-10001473,Furnishings,27.46,0.0,9.8856,1,2014,5,6,2,0,0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,447.51181818181817,98.45908322663252,0
2017-12-09,2017-12-13,Standard Class,DK-12835,Corporate,Detroit,Michigan,Central,FUR-CH-10000847,Chairs,872.94,0.0,226.9644,1,2017,12,5,4,1,4,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,446.42199999999997,610.1385110497238,0
2015-11-03,2015-11-07,Standard Class,CM-12655,Home Office,Los Angeles,California,West,FUR-FU-10003347,Furnishings,42.6,0.0,16.614,1,2015,11,1,4,0,4,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,333.32167002881846,98.45908322663252,0
2017-11-24,2017-11-28,Standard Class,TS-21370,Corporate,New York City,New York,East,FUR-CH-10000785,Chairs,977.292,0.1,173.7408,1,2017,11,4,4,0,4,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,353.64750793650796,610.1385110497238,0
2017-10-30,2017-11-03,Standard Class,JW-15220,Corporate,Vancouver,Washington,West,FUR-FU-10002885,Furnishings,9.64,0.0,3.6632,1,2017,10,0,4,0,4,0.0,1.0,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,435.3106534653465,98.45908322663252,0
2016-11-24,2016-12-01,Standard Class,AT-10435,Home Office,Los Angeles,California,West,FUR-FU-10000010,Furnishings,9.94,0.0,3.0814,1,2016,11,3,4,0,7,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,333.32167002881846,98.45908322663252,0
2017-09-12,2017-09-15,First Class,JM-15535,Consumer,Los Angeles,California,West,FUR-FU-10004270,Furnishings,8.36,0.0,3.0096,1,2017,9,1,3,0,3,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,333.32167002881846,98.45908322663252,0
2017-12-10,2017-12-14,Second Class,MC-17845,Consumer,North Las Vegas,Nevada,West,FUR-TA-10004256,Tables,1669.6,0.0,116.872,1,2017,12,6,4,1,4,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,495.1025,885.8187105263157,0
2015-12-06,2015-12-11,Standard Class,GH-14425,Consumer,Tucson,Arizona,West,FUR-FU-10002253,Furnishings,206.112,0.2,48.9516,1,2015,12,6,4,1,5,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,218.76444444444442,98.45908322663252,0
2016-07-22,2016-07-27,Standard Class,CJ-12010,Consumer,Allentown,Pennsylvania,East,FUR-FU-10002456,Furnishings,11.648,0.2,3.3488,1,2016,7,4,3,0,5,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16,76.22222222222223,98.45908322663252,0
2017-02-10,2017-02-14,Standard Class,MP-18175,Home Office,Laguna Niguel,California,West,FUR-BO-10004015,Bookcases,203.983,0.15,16.7986,1,2017,2,4,1,0,4,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,333.32167002881846,567.2388333333333,0
2017-09-15,2017-09-17,Second Class,CL-11890,Consumer,Everett,Massachusetts,East,FUR-BO-10002545,Bookcases,782.94,0.0,203.5644,1,2017,9,4,3,0,2,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,266.5805555555556,567.2388333333333,0
2014-03-11,2014-03-16,Second Class,CK-12205,Consumer,Columbus,Ohio,East,FUR-FU-10003981,Furnishings,8.32,0.2,2.288,1,2014,3,1,1,0,5,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,74.18021052631579,98.45908322663252,0
2014-12-31,2015-01-04,Second Class,PC-18745,Corporate,Watertown,New York,East,FUR-BO-10002613,Bookcases,1573.488,0.2,196.686,1,2014,12,2,4,1,4,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,353.64750793650796,567.2388333333333,0
2015-03-16,2015-03-18,Second Class,JE-15475,Consumer,Seattle,Washington,West,FUR-TA-10001039,Tables,171.96,0.0,44.7096,1,2015,3,0,1,0,2,0.0,1.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,435.3106534653465,885.8187105263157,0
2014-11-23,2014-11-25,First Class,SC-20095,Consumer,Los Angeles,California,West,FUR-CH-10000595,Chairs,381.44,0.2,23.84,1,2014,11,6,4,0,2,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,333.32167002881846,610.1385110497238,0
2015-08-09,2015-08-12,First Class,NP-18325,Consumer,New York City,New York,East,FUR-FU-10002157,Furnishings,47.04,0.0,18.3456,1,2015,8,6,3,0,3,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,353.64750793650796,98.45908322663252,0
2015-08-09,2015-08-12,First Class,NP-18325,Consumer,New York City,New York,East,FUR-FU-10001706,Furnishings,6.16,0.0,2.9568,1,2015,8,6,3,0,3,-0.7818314824680299,0.6234898018587334,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,353.64750793650796,98.45908322663252,0
2017-10-16,2017-10-18,First Class,MY-17380,Corporate,New York City,New York,East,FUR-FU-10001290,Furnishings,547.3,0.0,175.136,1,2017,10,0,4,0,2,0.0,1.0,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,353.64750793650796,98.45908322663252,0
2016-05-08,2016-05-13,Second Class,GB-14530,Corporate,Dover,Delaware,East,FUR-FU-10001488,Furnishings,211.96,0.0,42.392,1,2016,5,6,2,0,5,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,265.565,98.45908322663252,0
2014-05-26,2014-05-30,Standard Class,ML-17395,Corporate,Los Angeles,California,West,FUR-BO-10000362,Bookcases,290.666,0.15,27.3568,1,2014,5,0,2,0,4,0.0,1.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,333.32167002881846,567.2388333333333,0
2017-07-08,2017-07-15,Standard Class,JC-15385,Consumer,Kent,Washington,West,FUR-FU-10002937,Furnishings,198.46,0.0,99.23,1,2017,7,5,3,0,7,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16,435.3106534653465,98.45908322663252,0
2015-09-24,2015-09-30,Standard Class,MC-17275,Consumer,Lafayette,Louisiana,South,FUR-CH-10001270,Chairs,517.5,0.0,155.25,1,2015,9,3,3,0,6,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,269.3663636363636,610.1385110497238,0
2017-06-21,2017-06-25,Second Class,AS-10240,Consumer,Cleveland,Ohio,East,FUR-FU-10004415,Furnishings,17.92,0.2,2.464,1,2017,6,2,2,0,4,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,74.18021052631579,98.45908322663252,0
2016-05-26,2016-06-01,Standard Class,TB-21280,Consumer,Washington,District of Columbia,East,FUR-FU-10000629,Furnishings,41.37,0.0,17.3754,1,2016,5,3,2,0,6,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,448.85999999999996,98.45908322663252,0
2014-05-12,2014-05-15,First Class,HL-15040,Consumer,Milwaukee,Wisconsin,Central,FUR-FU-10000010,Furnishings,34.79,0.0,10.7849,1,2014,5,0,2,0,3,0.0,1.0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,539.2690625,98.45908322663252,0
2014-09-07,2014-09-13,Standard Class,SB-20290,Corporate,Philadelphia,Pennsylvania,East,FUR-FU-10000758,Furnishings,42.368,0.2,8.4736,1,2014,9,6,3,0,6,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,76.22222222222223,98.45908322663252,0
2016-11-07,2016-11-12,Standard Class,CB-12535,Corporate,San Francisco,California,West,FUR-FU-10002597,Furnishings,14.82,0.0,6.2244,1,2016,11,0,4,0,5,0.0,1.0,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,333.32167002881846,98.45908322663252,0
2017-12-10,2017-12-12,First Class,AW-10840,Consumer,Philadelphia,Pennsylvania,East,FUR-FU-10004306,Furnishings,310.88,0.2,23.316,1,2017,12,6,4,1,2,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,76.22222222222223,98.45908322663252,0
2016-03-14,2016-03-19,Standard Class,HZ-14950,Consumer,Columbus,Ohio,East,FUR-FU-10004020,Furnishings,21.88,0.2,6.2905,1,2016,3,0,1,0,5,0.0,1.0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,74.18021052631579,98.45908322663252,0
2014-06-03,2014-06-07,Second Class,SC-20725,Consumer,Seattle,Washington,West,FUR-TA-10004086,Tables,515.88,0.0,113.4936,1,2014,6,1,2,0,4,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,435.3106534653465,885.8187105263157,0
2015-07-13,2015-07-15,Second Class,ND-18370,Consumer,New York City,New York,East,FUR-CH-10000595,Chairs,1931.04,0.1,321.84,1,2015,7,0,3,0,2,0.0,1.0,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16,353.64750793650796,610.1385110497238,0
2016-05-19,2016-05-24,Standard Class,BN-11515,Consumer,New York City,New York,East,FUR-FU-10002088,Furnishings,35.92,0.0,15.0864,1,2016,5,3,2,0,5,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,353.64750793650796,98.45908322663252,0
2016-05-19,2016-05-24,Standard Class,BN-11515,Consumer,New York City,New York,East,FUR-FU-10000010,Furnishings,39.76,0.0,12.3256,1,2016,5,3,2,0,5,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,353.64750793650796,98.45908322663252,0
2017-10-30,2017-11-03,Standard Class,MC-18100,Consumer,Philadelphia,Pennsylvania,East,FUR-FU-10004415,Furnishings,7.168,0.2,0.9856,1,2017,10,0,4,0,4,0.0,1.0,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,76.22222222222223,98.45908322663252,0
2017-10-14,2017-10-17,First Class,JW-15955,Consumer,Oakland,California,West,FUR-FU-10001918,Furnishings,9.46,0.0,3.6894,1,2017,10,5,4,0,3,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,333.32167002881846,98.45908322663252,0
2016-08-04,2016-08-08,Standard Class,ML-17755,Home Office,Suffolk,Virginia,South,FUR-FU-10001591,Furnishings,109.8,0.0,46.116,1,2016,8,3,3,0,4,0.43388373911755823,-0.900968867902419,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,486.9605769230769,98.45908322663252,0
2014-12-01,2014-12-03,First Class,RP-19390,Consumer,Madison,Wisconsin,Central,FUR-CH-10001854,Chairs,2807.84,0.0,673.8816,1,2014,12,0,4,1,2,0.0,1.0,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,539.2690625,610.1385110497238,0
2016-07-07,2016-07-11,Standard Class,RM-19375,Consumer,San Jose,California,West,FUR-FU-10003039,Furnishings,215.65,0.0,73.321,1,2016,7,3,3,0,4,0.43388373911755823,-0.900968867902419,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16,333.32167002881846,98.45908322663252,0
2016-11-13,2016-11-19,Standard Class,AS-10135,Home Office,Auburn,Washington,West,FUR-FU-10004270,Furnishings,4.18,0.0,1.5048,1,2016,11,6,4,0,6,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,435.3106534653465,98.45908322663252,0
2014-06-09,2014-06-11,Second Class,FO-14305,Consumer,Harrisonburg,Virginia,South,FUR-TA-10004534,Tables,1441.3,0.0,245.021,1,2014,6,0,2,0,2,0.0,1.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,486.9605769230769,885.8187105263157,0
2017-11-20,2017-11-26,Standard Class,BT-11680,Consumer,Newark,Ohio,East,FUR-FU-10001861,Furnishings,77.6,0.2,28.13,1,2017,11,0,4,0,6,0.0,1.0,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,74.18021052631579,98.45908322663252,0
2017-11-20,2017-11-26,Standard Class,BT-11680,Consumer,Newark,Ohio,East,FUR-FU-10000206,Furnishings,4.656,0.2,1.5714,1,2017,11,0,4,0,6,0.0,1.0,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,74.18021052631579,98.45908322663252,0
2016-12-22,2016-12-28,Standard Class,SA-20830,Consumer,Redmond,Oregon,West,FUR-FU-10001935,Furnishings,11.84,0.2,3.108,1,2016,12,3,4,1,6,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,381.824,98.45908322663252,0
2016-12-22,2016-12-28,Standard Class,SA-20830,Consumer,Redmond,Oregon,West,FUR-FU-10002878,Furnishings,22.784,0.2,4.8416,1,2016,12,3,4,1,6,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,381.824,98.45908322663252,0
2017-10-21,2017-10-21,Same Day,SL-20155,Home Office,Muskogee,Oklahoma,Central,FUR-TA-10002356,Tables,262.11,0.0,62.9064,1,2017,10,5,4,0,0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,552.2733333333333,885.8187105263157,0
2015-11-05,2015-11-09,Standard Class,GB-14530,Corporate,Monroe,North Carolina,South,FUR-CH-10001270,Chairs,207.0,0.2,25.875,1,2015,11,3,4,0,4,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,136.1914074074074,610.1385110497238,0
2014-08-01,2014-08-05,Standard Class,BF-10975,Corporate,Charlotte,North Carolina,South,FUR-FU-10000629,Furnishings,44.128,0.2,12.1352,1,2014,8,4,3,0,4,-0.433883739117558,-0.9009688679024191,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,136.1914074074074,98.45908322663252,0
2016-07-18,2016-07-23,Standard Class,KH-16330,Corporate,Bowling Green,Kentucky,South,FUR-CH-10000988,Chairs,140.81,0.0,39.4268,1,2016,7,0,3,0,5,0.0,1.0,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16,404.228,610.1385110497238,0
2017-01-12,2017-01-17,Second Class,DA-13450,Home Office,Washington,District of Columbia,East,FUR-FU-10004973,Furnishings,37.68,0.0,15.8256,1,2017,1,3,1,0,5,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,448.85999999999996,98.45908322663252,0
2017-09-10,2017-09-10,Same Day,FH-14275,Corporate,Los Angeles,California,West,FUR-CH-10002602,Chairs,362.352,0.2,27.1764,1,2017,9,6,3,0,0,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,333.32167002881846,610.1385110497238,0
2016-10-13,2016-10-17,Standard Class,NC-18625,Corporate,Aurora,Colorado,West,FUR-FU-10001617,Furnishings,24.96,0.2,4.368,1,2016,10,3,4,0,4,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,248.28575,98.45908322663252,0
2017-04-15,2017-04-18,First Class,AH-10075,Corporate,Henderson,Nevada,West,FUR-FU-10004460,Furnishings,196.45,0.0,70.722,1,2017,4,5,2,0,3,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0,495.1025,98.45908322663252,0
2014-07-21,2014-07-25,Standard Class,ME-18010,Corporate,San Francisco,California,West,FUR-CH-10001215,Chairs,801.568,0.2,50.098,1,2014,7,0,3,0,4,0.0,1.0,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16,333.32167002881846,610.1385110497238,0
2014-07-21,2014-07-25,Standard Class,ME-18010,Corporate,San Francisco,California,West,FUR-TA-10004175,Tables,272.848,0.2,27.2848,1,2014,7,0,3,0,4,0.0,1.0,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16,333.32167002881846,885.8187105263157,0
2017-11-21,2017-11-25,Standard Class,BP-11230,Consumer,Spokane,Washington,West,FUR-TA-10004767,Tables,70.98,0.0,20.5842,1,2017,11,1,4,0,4,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,435.3106534653465,885.8187105263157,0
2015-03-05,2015-03-05,Same Day,LF-17185,Consumer,New York City,New York,East,FUR-CH-10001146,Chairs,383.607,0.1,63.9345,1,2015,3,3,1,0,0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,353.64750793650796,610.1385110497238,0
2016-04-22,2016-04-26,Second Class,PG-18895,Consumer,San Francisco,California,West,FUR-FU-10001889,Furnishings,31.56,0.0,10.4148,1,2016,4,4,2,0,4,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0,333.32167002881846,98.45908322663252,0
2017-10-21,2017-10-22,First Class,DK-12835,Corporate,Springfield,Oregon,West,FUR-CH-10000155,Chairs,478.48,0.2,47.848,1,2017,10,5,4,0,1,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,381.824,610.1385110497238,0
2015-02-03,2015-02-04,First Class,RW-19540,Corporate,Los Angeles,California,West,FUR-FU-10004093,Furnishings,136.92,0.0,41.076,1,2015,2,1,1,0,1,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,333.32167002881846,98.45908322663252,0
