Sales,Discount,Order_Year,Order_Month,Order_DayOfWeek,Order_Quarter,Is_EndOfYear,Delivery_Days,Ship Mode,Segment,City,Region,Sub-Category,State,Product ID,Customer ID,is_profitable
145.98,0.5,2014,11,1,4,0,2,Second Class,Consumer,Louisville,West,Tables,Colorado,FUR-TA-10000849,PW-19240,0
7.904,0.2,2017,7,0,3,0,5,Standard Class,Consumer,Tampa,South,Furnishings,Florida,FUR-FU-10002597,SW-20455,1
174.286,0.3,2016,5,6,2,0,5,Standard Class,Consumer,Passaic,East,Tables,New Jersey,FUR-TA-10003748,AF-10870,0
492.835,0.3,2016,10,0,4,0,6,Standard Class,Consumer,Philadelphia,East,Chairs,Pennsylvania,FUR-CH-10000988,BD-11320,0
14.272,0.2,2016,1,4,1,0,6,Standard Class,Consumer,Fayetteville,South,Furnishings,North Carolina,FUR-FU-10002107,CM-11935,1
451.136,0.2,2016,1,4,1,0,6,Standard Class,Consumer,Fayetteville,South,Bookcases,North Carolina,FUR-BO-10002213,CM-11935,0
217.584,0.2,2016,11,3,4,0,3,First Class,Consumer,Los Angeles,West,Chairs,California,FUR-CH-10001190,PF-19225,0
1322.352,0.2,2017,9,0,3,0,4,Second Class,Corporate,Los Angeles,West,Tables,California,FUR-TA-10000198,GM-14695,0
1137.75,0.0,2017,8,0,3,0,6,Standard Class,Home Office,Seattle,West,Tables,Washington,FUR-TA-10000617,KN-16705,1
300.93,0.3,2016,9,5,3,0,4,Second Class,Consumer,Houston,Central,Tables,Texas,FUR-TA-10004086,KT-16480,0
647.84,0.0,2014,6,0,2,0,6,Standard Class,Consumer,Mishawaka,Central,Chairs,Indiana,FUR-CH-10000225,SC-20575,1
77.92,0.0,2014,7,4,3,0,2,Second Class,Consumer,San Francisco,West,Furnishings,California,FUR-FU-10004351,KL-16645,1
47.992,0.3,2016,11,4,4,0,6,Standard Class,Corporate,Chicago,Central,Chairs,Illinois,FUR-CH-10004540,BB-11545,0
129.93,0.0,2017,5,1,2,0,5,Standard Class,Corporate,Westfield,East,Furnishings,New Jersey,FUR-FU-10003975,DW-13585,1
181.986,0.3,2015,1,1,1,0,2,Second Class,Consumer,Cleveland,East,Chairs,Ohio,FUR-CH-10000513,SV-20365,0
1348.704,0.2,2015,7,3,3,0,0,Same Day,Corporate,San Francisco,West,Chairs,California,FUR-CH-10003312,EM-13810,0
700.152,0.2,2015,7,3,3,0,0,Same Day,Corporate,San Francisco,West,Chairs,California,FUR-CH-10004086,EM-13810,1
111.888,0.2,2016,4,5,2,0,4,Standard Class,Corporate,Scottsdale,West,Furnishings,Arizona,FUR-FU-10002759,KD-16615,1
173.94,0.0,2016,9,3,3,0,6,Standard Class,Home Office,Malden,East,Bookcases,Massachusetts,FUR-BO-10003450,AP-10720,1
102.833,0.15,2017,4,6,2,0,4,Standard Class,Consumer,San Jose,West,Bookcases,California,FUR-BO-10001337,JE-15745,0
821.88,0.0,2017,11,6,4,0,4,Standard Class,Consumer,Henderson,South,Furnishings,Kentucky,FUR-FU-10004665,AB-10105,1
51.712,0.6,2016,10,5,4,0,6,Standard Class,Corporate,Houston,Central,Furnishings,Texas,FUR-FU-10004909,BW-11110,0
1406.86,0.0,2015,5,6,2,0,4,Standard Class,Consumer,Orem,West,Bookcases,Utah,FUR-BO-10004357,TM-21010,1
2665.62,0.0,2017,11,2,4,0,2,Second Class,Consumer,Bellingham,West,Tables,Washington,FUR-TA-10003954,SF-20200,1
526.45,0.0,2017,7,6,3,0,5,Standard Class,Home Office,Lafayette,Central,Furnishings,Indiana,FUR-FU-10000293,SM-20320,1
62.82,0.0,2014,1,6,1,0,5,Standard Class,Home Office,Alexandria,South,Furnishings,Virginia,FUR-FU-10004587,SD-20485,1
12.42,0.0,2014,1,6,1,0,5,Standard Class,Home Office,Alexandria,South,Furnishings,Virginia,FUR-FU-10001847,SD-20485,1
22.23,0.0,2017,6,4,2,0,6,Standard Class,Consumer,New York City,East,Furnishings,New York,FUR-FU-10002045,RA-19285,1
14.136,0.6,2016,9,3,3,0,6,Standard Class,Consumer,Wheeling,Central,Furnishings,Illinois,FUR-FU-10004671,SE-20110,0
601.47,0.5,2016,9,3,3,0,6,Standard Class,Consumer,Wheeling,Central,Tables,Illinois,FUR-TA-10003569,SE-20110,0
136.784,0.2,2016,6,5,2,0,0,Same Day,Consumer,New York City,East,Bookcases,New York,FUR-BO-10000362,EN-13780,1
61.12,0.0,2016,6,5,2,0,0,Same Day,Consumer,New York City,East,Furnishings,New York,FUR-FU-10003878,EN-13780,1
1218.735,0.3,2014,11,1,4,0,5,Standard Class,Corporate,Arlington,Central,Tables,Texas,FUR-TA-10000577,MC-17590,0
6.096,0.6,2014,11,1,4,0,5,Standard Class,Corporate,Arlington,Central,Furnishings,Texas,FUR-FU-10000221,MC-17590,0
41.568,0.2,2016,4,3,2,0,7,Standard Class,Corporate,Los Angeles,West,Chairs,California,FUR-CH-10002304,BO-11350,1
230.28,0.2,2014,4,5,2,0,7,Standard Class,Corporate,Los Angeles,West,Chairs,California,FUR-CH-10004886,AG-10300,1
39.96,0.0,2017,5,0,2,0,5,Standard Class,Consumer,Seattle,West,Furnishings,Washington,FUR-FU-10000076,JF-15295,1
42.624,0.2,2017,5,0,2,0,5,Standard Class,Consumer,Seattle,West,Chairs,Washington,FUR-CH-10002017,JF-15295,1
220.96,0.2,2017,5,0,2,0,5,Standard Class,Consumer,Seattle,West,Chairs,Washington,FUR-CH-10004287,JF-15295,1
4.928,0.2,2015,7,6,3,0,5,Second Class,Corporate,Fayetteville,South,Furnishings,North Carolina,FUR-FU-10003829,BF-10975,1
858.24,0.1,2017,6,0,2,0,6,Standard Class,Consumer,New York City,East,Chairs,New York,FUR-CH-10000595,SB-20170,1
18.624,0.2,2016,4,6,2,0,4,Second Class,Home Office,Raleigh,South,Furnishings,North Carolina,FUR-FU-10000206,BF-11170,1
57.69,0.0,2014,9,6,3,0,5,Second Class,Consumer,Tulsa,Central,Furnishings,Oklahoma,FUR-FU-10004270,TB-21400,1
821.88,0.0,2014,9,6,3,0,5,Second Class,Consumer,Tulsa,Central,Furnishings,Oklahoma,FUR-FU-10004665,TB-21400,1
424.9575,0.15,2016,9,0,3,0,5,Standard Class,Corporate,Hesperia,West,Bookcases,California,FUR-BO-10004467,SH-19975,1
1292.94,0.0,2017,9,6,3,0,4,Second Class,Corporate,Provo,West,Bookcases,Utah,FUR-BO-10003404,AS-10225,1
883.84,0.2,2015,12,3,4,1,4,Standard Class,Corporate,Gilbert,West,Chairs,Arizona,FUR-CH-10004287,HR-14830,1
370.62,0.4,2016,5,6,2,0,3,First Class,Consumer,Memphis,South,Tables,Tennessee,FUR-TA-10004534,HF-14995,0
40.784,0.2,2015,8,1,3,0,5,Standard Class,Home Office,Los Angeles,West,Chairs,California,FUR-CH-10002774,NL-18310,1
785.88,0.0,2014,9,1,3,0,3,Second Class,Corporate,Lowell,East,Chairs,Massachusetts,FUR-CH-10003761,RR-19525,1
109.9,0.0,2016,1,4,1,0,6,Standard Class,Corporate,Seattle,West,Furnishings,Washington,FUR-FU-10001475,AJ-10795,1
15.384,0.2,2014,10,2,4,0,5,Standard Class,Consumer,Hialeah,South,Furnishings,Florida,FUR-FU-10004270,DL-12865,1
30.768,0.2,2014,3,1,1,0,5,Standard Class,Home Office,Jacksonville,South,Furnishings,Florida,FUR-FU-10004270,SM-20320,1
122.352,0.2,2014,3,1,1,0,5,Standard Class,Home Office,Jacksonville,South,Furnishings,Florida,FUR-FU-10001986,SM-20320,1
227.36,0.0,2015,1,4,1,0,7,Standard Class,Consumer,Los Angeles,West,Furnishings,California,FUR-FU-10001876,CC-12145,1
45.888,0.2,2017,10,0,4,0,2,First Class,Corporate,Lakewood,East,Furnishings,Ohio,FUR-FU-10003577,CP-12085,1
23.976,0.6,2014,12,5,4,1,2,Second Class,Consumer,Houston,Central,Furnishings,Texas,FUR-FU-10002759,LF-17185,0
350.352,0.4,2017,11,1,4,0,6,Standard Class,Consumer,Philadelphia,East,Tables,Pennsylvania,FUR-TA-10000849,EP-13915,0
107.53,0.0,2017,2,0,1,0,6,Standard Class,Consumer,Seattle,West,Furnishings,Washington,FUR-FU-10004017,FH-14350,1
299.97,0.0,2015,11,4,4,0,6,Standard Class,Consumer,Newark,East,Bookcases,Delaware,FUR-BO-10004467,KL-16645,1
35.34,0.0,2014,11,1,4,0,4,Standard Class,Consumer,San Diego,West,Furnishings,California,FUR-FU-10004671,MS-17530,1
257.64,0.0,2015,6,5,2,0,5,Second Class,Corporate,San Francisco,West,Furnishings,California,FUR-FU-10002253,SC-20770,1
700.056,0.3,2014,5,0,2,0,5,Standard Class,Consumer,Franklin,East,Tables,Massachusetts,FUR-TA-10002228,KT-16480,0
585.552,0.2,2014,6,6,2,0,6,Standard Class,Consumer,Seattle,West,Chairs,Washington,FUR-CH-10002758,CS-11950,1
225.296,0.2,2014,5,0,2,0,4,Standard Class,Consumer,Los Angeles,West,Chairs,California,FUR-CH-10000988,HF-14995,1
76.92,0.0,2016,3,4,1,0,4,Standard Class,Home Office,Columbus,South,Furnishings,Georgia,FUR-FU-10004270,JP-16135,1
19.104,0.2,2017,12,6,4,1,2,First Class,Consumer,Fort Lauderdale,South,Furnishings,Florida,FUR-FU-10001940,BT-11680,1
195.466,0.15,2015,7,4,3,0,2,Second Class,Consumer,Bakersfield,West,Bookcases,California,FUR-BO-10003159,JM-15535,0
23.68,0.2,2017,4,6,2,0,5,Standard Class,Corporate,Pompano Beach,South,Furnishings,Florida,FUR-FU-10001935,SS-20140,1
601.536,0.2,2015,9,0,3,0,2,First Class,Home Office,Los Angeles,West,Chairs,California,FUR-CH-10004997,CD-12790,0
58.36,0.6,2014,12,1,4,1,4,Standard Class,Corporate,Corpus Christi,Central,Furnishings,Texas,FUR-FU-10001588,MD-17860,0
39.96,0.6,2014,12,1,4,1,4,Standard Class,Corporate,Corpus Christi,Central,Furnishings,Texas,FUR-FU-10002759,MD-17860,0
308.499,0.15,2014,4,5,2,0,5,Standard Class,Corporate,Redondo Beach,West,Bookcases,California,FUR-BO-10001337,KN-16450,0
41.37,0.0,2017,11,4,4,0,5,Standard Class,Consumer,Las Cruces,West,Furnishings,New Mexico,FUR-FU-10000629,DL-13330,1
47.516,0.3,2015,9,0,3,0,4,Standard Class,Consumer,El Paso,Central,Chairs,Texas,FUR-CH-10000553,CC-12145,0
704.9,0.0,2015,7,5,3,0,2,Second Class,Consumer,Seattle,West,Bookcases,Washington,FUR-BO-10002213,MH-18025,1
561.568,0.2,2015,7,5,3,0,2,Second Class,Consumer,Seattle,West,Chairs,Washington,FUR-CH-10001854,MH-18025,1
185.58,0.0,2015,11,0,4,0,2,Second Class,Home Office,Milwaukee,Central,Furnishings,Wisconsin,FUR-FU-10001185,MP-18175,1
214.11,0.0,2015,11,0,4,0,2,Second Class,Home Office,Milwaukee,Central,Tables,Wisconsin,FUR-TA-10001520,MP-18175,1
653.55,0.0,2015,11,0,4,0,2,Second Class,Home Office,Milwaukee,Central,Tables,Wisconsin,FUR-TA-10000688,MP-18175,1
60.74,0.0,2015,9,1,3,0,7,Standard Class,Home Office,Franklin,East,Chairs,Massachusetts,FUR-CH-10003817,DR-12940,1
124.36,0.0,2015,9,1,3,0,7,Standard Class,Home Office,Franklin,East,Furnishings,Massachusetts,FUR-FU-10000308,DR-12940,1
298.776,0.2,2016,5,3,2,0,3,First Class,Consumer,Encinitas,West,Tables,California,FUR-TA-10003748,DM-13015,1
300.5328,0.32,2014,9,3,3,0,5,Standard Class,Home Office,Houston,Central,Bookcases,Texas,FUR-BO-10003272,MT-18070,0
1139.92,0.0,2014,3,4,1,0,5,Standard Class,Home Office,Chesapeake,South,Chairs,Virginia,FUR-CH-10003379,CK-12325,1
845.488,0.3,2016,12,1,4,1,4,Standard Class,Corporate,Woodstock,Central,Chairs,Illinois,FUR-CH-10004853,BG-11695,0
56.28,0.0,2017,4,5,2,0,7,Standard Class,Corporate,Roswell,South,Furnishings,Georgia,FUR-FU-10003832,DM-13345,1
14.98,0.0,2016,3,5,1,0,2,Second Class,Consumer,Oceanside,East,Furnishings,New York,FUR-FU-10000409,SV-20935,1
20.32,0.0,2016,3,5,1,0,2,Second Class,Consumer,Oceanside,East,Furnishings,New York,FUR-FU-10000221,SV-20935,1
1603.136,0.2,2016,8,4,3,0,3,First Class,Corporate,San Diego,West,Chairs,California,FUR-CH-10001215,DJ-13510,1
225.296,0.2,2016,8,0,3,0,2,Second Class,Consumer,Fayetteville,South,Chairs,North Carolina,FUR-CH-10000988,CC-12370,1
1628.82,0.0,2017,5,4,2,0,4,Standard Class,Consumer,Atlanta,South,Bookcases,Georgia,FUR-BO-10004695,SC-20380,1
17.088,0.2,2017,6,0,2,0,7,Standard Class,Consumer,Saint Petersburg,South,Furnishings,Florida,FUR-FU-10001546,LC-16885,1
314.352,0.2,2014,3,5,1,0,4,Standard Class,Corporate,Tucson,West,Chairs,Arizona,FUR-CH-10001482,BF-11275,0
153.568,0.2,2016,1,3,1,0,2,Second Class,Consumer,San Diego,West,Chairs,California,FUR-CH-10004289,TD-20995,0
1013.488,0.2,2016,1,3,1,0,2,Second Class,Consumer,San Diego,West,Chairs,California,FUR-CH-10000785,TD-20995,1
6.96,0.0,2016,11,4,4,0,5,Second Class,Consumer,San Francisco,West,Furnishings,California,FUR-FU-10001852,BK-11260,1
307.92,0.2,2016,10,1,4,0,4,Standard Class,Consumer,Tempe,West,Chairs,Arizona,FUR-CH-10003396,EP-13915,0
51.96,0.0,2014,4,1,2,0,2,Second Class,Consumer,Lake Charles,South,Chairs,Louisiana,FUR-CH-10002304,HG-14845,1
69.08,0.0,2017,10,0,4,0,6,Standard Class,Corporate,Rochester,East,Furnishings,New York,FUR-FU-10000771,JC-16105,1
408.422,0.3,2015,4,6,2,0,4,Standard Class,Consumer,Houston,Central,Chairs,Texas,FUR-CH-10004086,PW-19240,0
539.658,0.3,2016,6,0,2,0,4,Standard Class,Corporate,Highland Park,Central,Chairs,Illinois,FUR-CH-10003981,KH-16330,0
14.368,0.2,2016,11,2,4,0,0,Same Day,Corporate,Philadelphia,East,Furnishings,Pennsylvania,FUR-FU-10002088,LS-17200,1
70.448,0.2,2016,11,2,4,0,0,Same Day,Corporate,Philadelphia,East,Furnishings,Pennsylvania,FUR-FU-10003976,LS-17200,1
70.71,0.0,2014,9,1,3,0,3,First Class,Consumer,Watertown,East,Furnishings,New York,FUR-FU-10002116,JM-16195,1
18.84,0.0,2017,7,0,3,0,4,Second Class,Consumer,Columbus,South,Furnishings,Georgia,FUR-FU-10000771,BP-11155,1
19.76,0.0,2017,11,5,4,0,6,Standard Class,Home Office,Saginaw,Central,Furnishings,Michigan,FUR-FU-10002597,ME-17320,1
144.784,0.2,2015,8,5,3,0,0,Same Day,Consumer,San Francisco,West,Chairs,California,FUR-CH-10000785,TT-21220,1
90.99,0.0,2017,3,5,1,0,6,Standard Class,Corporate,Milwaukee,Central,Chairs,Wisconsin,FUR-CH-10000422,JD-16150,1
1526.56,0.0,2017,3,5,1,0,6,Standard Class,Corporate,Milwaukee,Central,Chairs,Wisconsin,FUR-CH-10004675,JD-16150,1
368.97,0.0,2017,3,5,1,0,6,Standard Class,Corporate,Milwaukee,Central,Chairs,Wisconsin,FUR-CH-10002880,JD-16150,1
18.7,0.0,2017,11,6,4,0,5,Standard Class,Consumer,Los Angeles,West,Furnishings,California,FUR-FU-10002685,MC-18100,1
38.29,0.0,2016,11,4,4,0,1,First Class,Consumer,San Francisco,West,Furnishings,California,FUR-FU-10004020,LH-17020,1
26.25,0.0,2017,12,3,4,1,4,Standard Class,Home Office,San Diego,West,Furnishings,California,FUR-FU-10004963,MP-18175,1
113.888,0.2,2017,11,6,4,0,0,Same Day,Home Office,Glendale,West,Chairs,Arizona,FUR-CH-10004875,EM-14140,1
113.568,0.2,2017,11,6,4,0,0,Same Day,Home Office,Glendale,West,Furnishings,Arizona,FUR-FU-10000305,EM-14140,0
191.646,0.1,2017,6,1,2,0,7,Standard Class,Home Office,Watertown,East,Chairs,New York,FUR-CH-10002647,MA-17995,1
81.568,0.2,2017,12,5,4,1,5,Second Class,Corporate,Oceanside,West,Chairs,California,FUR-CH-10002774,AY-10555,1
97.184,0.2,2017,12,5,4,1,5,Second Class,Corporate,Oceanside,West,Chairs,California,FUR-CH-10003817,AY-10555,1
18.96,0.0,2017,12,5,4,1,5,Second Class,Corporate,Oceanside,West,Furnishings,California,FUR-FU-10002445,AY-10555,1
32.952,0.6,2014,12,5,4,1,4,Standard Class,Consumer,Skokie,Central,Furnishings,Illinois,FUR-FU-10001473,Co-12640,0
28.272,0.2,2017,11,0,4,0,3,Second Class,Consumer,Fayetteville,South,Furnishings,North Carolina,FUR-FU-10004671,JF-15565,1
244.006,0.3,2015,5,3,2,0,5,Standard Class,Consumer,Allen,Central,Tables,Texas,FUR-TA-10001095,AG-10675,0
188.552,0.3,2017,12,0,4,1,0,Same Day,Corporate,Philadelphia,East,Chairs,Pennsylvania,FUR-CH-10001797,DV-13045,0
545.94,0.0,2014,1,0,1,0,3,Second Class,Consumer,Mount Pleasant,South,Chairs,South Carolina,FUR-CH-10000422,ND-18370,1
43.296,0.2,2015,6,4,2,0,5,Standard Class,Consumer,Philadelphia,East,Furnishings,Pennsylvania,FUR-FU-10003623,GB-14575,1
123.136,0.2,2014,7,5,3,0,6,Standard Class,Consumer,Seattle,West,Chairs,Washington,FUR-CH-10001797,CL-12565,1
275.49,0.5,2014,12,5,4,1,5,Second Class,Consumer,Springfield,West,Tables,Oregon,FUR-TA-10003238,RC-19960,0
24.96,0.0,2016,5,2,2,0,5,Standard Class,Home Office,Columbus,South,Furnishings,Georgia,FUR-FU-10000755,JB-16045,1
3.984,0.2,2014,6,5,2,0,4,Standard Class,Consumer,Philadelphia,East,Furnishings,Pennsylvania,FUR-FU-10000550,NW-18400,1
191.82,0.0,2016,12,0,4,1,1,First Class,Consumer,Murray,South,Furnishings,Kentucky,FUR-FU-10004748,JG-15160,1
344.22,0.4,2015,9,3,3,0,4,Standard Class,Home Office,New York City,East,Tables,New York,FUR-TA-10004154,LS-16975,0
22.608,0.6,2016,8,1,3,0,7,Standard Class,Home Office,Pharr,Central,Furnishings,Texas,FUR-FU-10004973,MH-18115,0
66.69,0.0,2015,11,6,4,0,6,Standard Class,Consumer,West Jordan,West,Furnishings,Utah,FUR-FU-10004090,SC-20095,1
327.7328,0.32,2017,11,4,4,0,6,Standard Class,Consumer,Brownsville,Central,Bookcases,Texas,FUR-BO-10002202,JB-16000,0
254.352,0.2,2017,4,5,2,0,4,Standard Class,Home Office,Philadelphia,East,Furnishings,Pennsylvania,FUR-FU-10001488,MO-17800,0
504.9,0.0,2017,12,6,4,1,4,Standard Class,Consumer,Chesapeake,South,Chairs,Virginia,FUR-CH-10003846,AI-10855,1
194.32,0.0,2015,9,0,3,0,6,Standard Class,Corporate,Lincoln Park,Central,Bookcases,Michigan,FUR-BO-10000468,DM-12955,1
195.136,0.2,2016,11,0,4,0,5,Standard Class,Consumer,Gresham,West,Chairs,Oregon,FUR-CH-10003833,JH-16180,0
29.16,0.0,2015,6,3,2,0,5,Standard Class,Consumer,Monroe,South,Furnishings,Louisiana,FUR-FU-10004666,BD-11605,1
171.288,0.2,2017,10,1,4,0,5,Standard Class,Corporate,Pasadena,West,Tables,California,FUR-TA-10001520,AS-10045,0
16.72,0.2,2016,5,3,2,0,4,Standard Class,Consumer,Chattanooga,South,Furnishings,Tennessee,FUR-FU-10004270,ZD-21925,1
2054.272,0.2,2017,9,0,3,0,1,Same Day,Home Office,Long Beach,West,Chairs,California,FUR-CH-10002320,KF-16285,1
411.8,0.0,2017,4,6,2,0,2,First Class,Home Office,Columbus,South,Tables,Georgia,FUR-TA-10004534,TC-21475,1
41.96,0.0,2017,10,4,4,0,5,Standard Class,Home Office,Meridian,West,Furnishings,Idaho,FUR-FU-10003247,NZ-18565,1
30.56,0.0,2017,10,3,4,0,5,Second Class,Corporate,San Francisco,West,Furnishings,California,FUR-FU-10003878,HH-15010,1
24.368,0.2,2017,10,3,4,0,5,Second Class,Corporate,San Francisco,West,Tables,California,FUR-TA-10003837,HH-15010,0
124.41,0.0,2014,11,0,4,0,5,Standard Class,Corporate,Newark,East,Furnishings,Delaware,FUR-FU-10002379,YC-21895,1
120.666,0.15,2015,10,5,4,0,5,Standard Class,Consumer,Los Angeles,West,Bookcases,California,FUR-BO-10004409,BS-11755,1
16.74,0.6,2014,7,6,3,0,4,Standard Class,Home Office,Dallas,Central,Furnishings,Texas,FUR-FU-10003724,KM-16375,0
981.372,0.3,2014,7,6,3,0,4,Standard Class,Home Office,Dallas,Central,Chairs,Texas,FUR-CH-10002024,KM-16375,0
3.984,0.6,2017,2,3,1,0,5,Standard Class,Consumer,Houston,Central,Furnishings,Texas,FUR-FU-10000550,TP-21415,0
61.0,0.0,2017,3,4,1,0,2,Second Class,Home Office,Henderson,South,Furnishings,Kentucky,FUR-FU-10001591,DB-12910,1
220.2656,0.32,2017,4,3,2,0,4,Standard Class,Corporate,Fort Worth,Central,Bookcases,Texas,FUR-BO-10002268,CV-12805,0
242.352,0.2,2017,4,4,2,0,5,Standard Class,Consumer,New York City,East,Bookcases,New York,FUR-BO-10003441,CS-12355,1
220.98,0.0,2017,12,4,4,1,5,Second Class,Corporate,Providence,East,Bookcases,Rhode Island,FUR-BO-10003660,JG-15310,1
532.704,0.2,2016,8,1,3,0,7,Standard Class,Consumer,Seattle,West,Chairs,Washington,FUR-CH-10001973,MS-17770,0
1123.92,0.2,2015,6,3,2,0,1,First Class,Corporate,Lakeland,South,Chairs,Florida,FUR-CH-10003312,JE-15610,0
48.672,0.2,2015,6,3,2,0,1,First Class,Corporate,Lakeland,South,Furnishings,Florida,FUR-FU-10003464,JE-15610,1
44.46,0.0,2014,12,1,4,1,1,First Class,Home Office,Los Angeles,West,Furnishings,California,FUR-FU-10004090,CC-12100,1
241.568,0.2,2014,12,1,4,1,1,First Class,Home Office,Los Angeles,West,Chairs,California,FUR-CH-10002602,CC-12100,1
13.28,0.0,2014,8,6,3,0,2,First Class,Corporate,Oceanside,East,Furnishings,New York,FUR-FU-10004586,JP-15460,1
22.848,0.6,2017,11,6,4,0,6,Standard Class,Home Office,Dallas,Central,Furnishings,Texas,FUR-FU-10001756,LS-16975,0
347.802,0.3,2016,9,0,3,0,6,Standard Class,Corporate,Austin,Central,Chairs,Texas,FUR-CH-10002647,AR-10825,0
963.136,0.2,2017,2,5,1,0,2,Second Class,Corporate,Seattle,West,Chairs,Washington,FUR-CH-10004495,CS-11845,1
262.864,0.2,2015,12,1,4,1,3,First Class,Consumer,Newark,East,Furnishings,Ohio,FUR-FU-10004091,NF-18385,1
284.364,0.4,2015,8,0,3,0,4,Standard Class,Corporate,New York City,East,Tables,New York,FUR-TA-10001539,EM-13810,0
67.0,0.0,2016,10,5,4,0,2,First Class,Consumer,Lansing,Central,Furnishings,Michigan,FUR-FU-10002671,KW-16435,1
390.272,0.2,2016,5,5,2,0,6,Standard Class,Corporate,Tallahassee,South,Chairs,Florida,FUR-CH-10003833,KC-16675,0
528.43,0.3,2016,3,0,1,0,7,Standard Class,Consumer,Chicago,Central,Chairs,Illinois,FUR-CH-10000665,KT-16465,0
180.588,0.7,2017,9,5,3,0,6,Standard Class,Consumer,Fort Collins,West,Bookcases,Colorado,FUR-BO-10001811,AP-10915,0
20.94,0.0,2017,12,1,4,1,6,Standard Class,Corporate,New York City,East,Furnishings,New York,FUR-FU-10001487,SM-20950,1
58.68,0.0,2017,12,1,4,1,6,Standard Class,Corporate,New York City,East,Furnishings,New York,FUR-FU-10000521,SM-20950,1
149.232,0.2,2014,5,6,2,0,2,Second Class,Consumer,Akron,East,Furnishings,Ohio,FUR-FU-10000308,TT-21070,1
39.88,0.0,2014,11,0,4,0,6,Standard Class,Consumer,San Diego,West,Furnishings,California,FUR-FU-10000397,RD-19900,1
53.2,0.0,2014,11,0,4,0,6,Standard Class,Consumer,San Diego,West,Furnishings,California,FUR-FU-10001867,RD-19900,1
114.9,0.0,2017,9,4,3,0,4,Second Class,Consumer,New York City,East,Furnishings,New York,FUR-FU-10004960,BN-11515,1
181.797,0.3,2016,1,4,1,0,0,Same Day,Consumer,Fairfield,East,Tables,Connecticut,FUR-TA-10002903,RC-19825,0
318.43,0.3,2016,11,6,4,0,7,Standard Class,Corporate,Houston,Central,Chairs,Texas,FUR-CH-10003774,DW-13195,0
7.068,0.6,2016,11,6,4,0,7,Standard Class,Corporate,Houston,Central,Furnishings,Texas,FUR-FU-10000023,DW-13195,0
317.058,0.3,2017,12,4,4,1,4,Standard Class,Consumer,Grand Prairie,Central,Chairs,Texas,FUR-CH-10002602,SJ-20215,0
113.888,0.2,2016,9,5,3,0,4,Standard Class,Home Office,Seattle,West,Chairs,Washington,FUR-CH-10004875,SJ-20125,1
60.312,0.2,2017,4,0,2,0,2,First Class,Consumer,Philadelphia,East,Furnishings,Pennsylvania,FUR-FU-10001473,BG-11740,1
79.974,0.4,2016,12,4,4,1,5,Second Class,Corporate,Franklin,South,Tables,Tennessee,FUR-TA-10001676,DK-12835,0
203.92,0.2,2015,2,0,1,0,7,Standard Class,Consumer,Los Angeles,West,Chairs,California,FUR-CH-10002774,SJ-20215,1
15.24,0.0,2014,9,1,3,0,6,Standard Class,Corporate,New York City,East,Furnishings,New York,FUR-FU-10000221,MH-17785,1
3.48,0.0,2014,12,4,4,1,4,Standard Class,Consumer,San Diego,West,Furnishings,California,FUR-FU-10001852,CK-12595,1
60.312,0.2,2014,11,1,4,0,4,Standard Class,Consumer,Philadelphia,East,Furnishings,Pennsylvania,FUR-FU-10001473,CS-11950,1
86.45,0.0,2016,3,6,1,0,5,Second Class,Corporate,Gulfport,South,Furnishings,Mississippi,FUR-FU-10003691,AH-10030,1
603.92,0.2,2014,9,5,3,0,4,Standard Class,Consumer,San Diego,West,Chairs,California,FUR-CH-10002602,TH-21100,1
271.764,0.1,2017,12,6,4,1,4,Standard Class,Consumer,Oceanside,East,Chairs,New York,FUR-CH-10002602,HG-15025,1
341.96,0.6,2017,11,4,4,0,5,Second Class,Corporate,Round Rock,Central,Furnishings,Texas,FUR-FU-10001468,EB-13750,0
662.88,0.2,2014,12,5,4,1,5,Standard Class,Consumer,Columbia,South,Chairs,Tennessee,FUR-CH-10004287,TS-21505,1
128.82,0.0,2015,7,3,3,0,4,Standard Class,Home Office,New York City,East,Furnishings,New York,FUR-FU-10002253,TH-21550,1
2.032,0.6,2017,12,3,4,1,6,Standard Class,Home Office,Chicago,Central,Furnishings,Illinois,FUR-FU-10002963,GM-14455,0
129.92,0.0,2017,8,0,3,0,1,First Class,Consumer,Oakland,West,Furnishings,California,FUR-FU-10000193,PR-18880,1
568.728,0.2,2017,8,0,3,0,1,First Class,Consumer,Oakland,West,Tables,California,FUR-TA-10001539,PR-18880,1
244.615,0.3,2016,8,5,3,0,5,Second Class,Consumer,Quincy,East,Tables,Massachusetts,FUR-TA-10001307,TB-21055,1
435.999,0.15,2014,9,1,3,0,5,Standard Class,Corporate,San Diego,West,Bookcases,California,FUR-BO-10002916,BM-11650,1
70.56,0.3,2014,7,5,3,0,5,Standard Class,Corporate,Bristol,East,Tables,Connecticut,FUR-TA-10004152,CA-12310,0
35.28,0.0,2015,6,3,2,0,4,Second Class,Home Office,New York City,East,Furnishings,New York,FUR-FU-10000672,TC-21535,1
9.552,0.6,2016,7,5,3,0,2,Second Class,Corporate,Houston,Central,Furnishings,Texas,FUR-FU-10001940,MC-17425,0
290.666,0.15,2014,1,4,1,0,2,First Class,Consumer,Mission Viejo,West,Bookcases,California,FUR-BO-10003966,LC-17050,1
